"license_issue_date","license_number","animals_name","species","primary_breed","secondary_breed","zip_code","weight_kg"
"January 30 2018","S140149","Xena","Cat","Domestic Shorthair",NA,"98115",4.63193558605349
"July 21 2018","S146611","Kitty","Cat","Domestic Shorthair","Mix","98115",4.35384157619365
"January 17 2018","22140","Lucy","Cat","Domestic Longhair",NA,"98115",4.7746078113879
"December 03 2016","S122885","Cheese","Cat","Domestic Longhair",NA,"98115",4.25008935797751
"April 06 2017","140292","Ravenna","Cat","Domestic Shorthair",NA,"98115",4.88057522361523
"November 20 2018","8003031","Lemon","Cat","Domestic Shorthair",NA,"98115",4.49015631917123
"October 26 2017","269259","Maggie","Cat","Abyssinian","Mix","98115",4.27136613435291
"April 15 2018","S140883","Mango","Cat","Domestic Shorthair","Mix","98115",4.78209064649521
"January 18 2018","S139664","Salma","Cat","Domestic Shorthair",NA,"98115",4.28129530421917
"July 19 2018","S147133","Sassafras (Sassy)","Cat","Mix",NA,"98115",4.57890007107664
"September 12 2017","715482","Cookie","Cat","Domestic Shorthair",NA,"98115",4.95052251075246
"January 08 2018","S139475","Lizzy","Cat","Domestic Medium Hair",NA,"98115",4.32329946045317
"December 15 2017","833254","Darling","Cat","Domestic Medium Hair",NA,"98115",3.77744422445062
"October 12 2018","S123952","Totoro","Cat","Ragdoll",NA,"98115",4.07052256478228
"August 20 2017","22576","Amy","Cat","Domestic Shorthair",NA,"98115",4.12216061403628
"May 12 2018","74373","Max","Cat","Domestic Medium Hair",NA,"98115",4.42698291430272
"March 14 2018","77172","Yuki","Cat","Domestic Medium Hair",NA,"98115",4.42332578412641
"October 04 2017","S100750","Lily","Cat","Domestic Shorthair","Mix","98115",4.37974155986939
"August 28 2017","574170","Mahlda","Cat","Domestic Medium Hair",NA,"98115",4.54781084895168
"May 31 2018","S144341","Garfield","Cat","Domestic Medium Hair",NA,"98115",4.32005205399956
"November 28 2017","S138475","Josephine","Cat","Domestic Medium Hair",NA,"98115",4.69205495550345
"October 14 2018","732446","Sunshine","Cat","Domestic Shorthair",NA,"98115",4.14046661010271
"February 24 2018","75132","Diva","Cat","Domestic Shorthair",NA,"98115",3.92188086834336
"August 08 2017","569669","Mimi","Cat","Domestic Shorthair",NA,"98115",4.77523067346003
"December 08 2017","964823","Maggie","Cat","Domestic Medium Hair",NA,"98115",4.83611624327714
"June 06 2017","351058","Penelope","Cat","Domestic Shorthair",NA,"98115",5.10038261932147
"February 28 2018","72725","Maeve","Cat","British Shorthair",NA,"98115",4.24425522420685
"November 09 2018","S119044","Mel","Cat","Siamese","Mix","98115",4.63208297715051
"November 07 2017","584560","Bastas","Cat","Domestic Shorthair",NA,"98115",4.71869851802451
"October 22 2018","S119705","Eddie","Cat","Domestic Shorthair","Mix","98115",4.82933803330594
"August 15 2018","8000109","Mama Mia","Cat","Siamese","Mix","98115",4.81546228930895
"January 11 2017","22283","Tammy","Cat","Domestic Shorthair",NA,"98115",4.51430108082327
"July 05 2017","730995","Gypsy Rose","Cat","Domestic Shorthair",NA,"98115",4.63135144057354
"April 22 2018","S104413","Tinkerbelle","Cat","Maine Coon","Mix","98115",3.84294059510193
"September 02 2018","S146665","Mr. Darcy","Cat","Maine Coon","Mix","98115",4.14061864023585
"February 10 2018","830865","Honey Girl","Cat","Russian Blue",NA,"98115",5.05675659430885
"May 27 2018","S134568","Zeus","Cat","Manx","Siamese","98115",4.34055137807751
"December 02 2017","S134320","Pie","Cat","Domestic Medium Hair","Mix","98115",4.39916436469081
"July 24 2018","573064","Keaton","Cat","Domestic Shorthair",NA,"98115",4.75989476438555
"September 17 2017","S134627","Gelato","Cat","Domestic Shorthair","Mix","98115",5.2861592752839
"December 15 2017","954140","Nathan","Cat","Domestic Medium Hair",NA,"98115",4.44792055868432
"April 17 2018","S115148","Lorelai","Dog","Bulldog, English",NA,"98116",24.2518142810622
"September 17 2018","585271","Chauncey","Dog","Schnauzer, Standard",NA,"98116",17.4956719418333
"December 14 2018","S133068","Dale","Dog","Mix",NA,"98116",26.8406521377423
"October 29 2018","728602","Albie","Dog","Great Pyrenees",NA,"98116",19.779085628719
"February 09 2018","S147769","Remy","Dog","Brittany",NA,"98116",13.3879598114966
"May 05 2017","359941","Lilly","Dog","Retriever, Golden",NA,"98116",26.4761789974606
"June 04 2018","281569","Stella Luna","Dog","Retriever, Labrador",NA,"98116",19.4086472919907
"February 06 2018","S140345","Mollie","Dog","Retriever, Labrador",NA,"98116",13.5585954870104
"November 13 2017","S105577","Marcus","Dog","Spaniel, English Cocker",NA,"98116",16.7231555210703
"January 10 2018","S139345","Thurston","Dog","German Shepherd",NA,"98116",10.0251778696518
"October 17 2018","732804","Ginger","Dog","Chihuahua, Short Coat","Mix","98116",23.5649689679412
"March 06 2018","82730","Pow","Dog","Retriever, Labrador",NA,"98116",21.9589073070179
"July 05 2017","356803","Beckett","Dog","Shih Tzu","Mix","98116",10.0006967867732
"March 22 2018","S129825","Oswald","Dog","Terrier",NA,"98116",31.3650913358718
"September 15 2018","S121347","Stella","Dog","Poodle, Standard","Mix","98116",30.4657205281042
"September 13 2017","439530","Bella","Dog","Chow Chow",NA,"98116",14.8768855076712
"January 11 2018","S137495","Flash","Dog","Terrier, Jack Russell","Mix","98116",8.33284052046397
"July 26 2018","S130426","Tonka","Dog","Pointer, German Shorthaired",NA,"98116",20.4869622211771
"June 11 2018","S144642","Bailey","Dog","Retriever, Labrador",NA,"98116",15.3207481846457
"April 13 2018","S142173","Olive","Dog","Basenji","Terrier, Jack Russell","98116",21.0636544270359
"June 20 2018","S144917","Devery","Dog","Retriever, Labrador","Mix","98116",11.6267888231582
"November 14 2018","8002725","Scully","Dog","Basset Hound",NA,"98116",18.7003427368868
"May 08 2018","S143544","Stella","Dog","Boxer","Mix","98116",23.4260504939199
"January 26 2018","904348","Piper","Dog","Papillon",NA,"98116",20.1924082400369
"July 05 2017","214162","Duke","Dog","Beagle","Pug","98116",7.21853394761712
"July 17 2018","439689","Betty Davis","Dog","Chihuahua, Short Coat",NA,"98116",15.4614285625904
"June 26 2018","216381","Milo","Dog","Maltese","Terrier, Yorkshire","98116",10.5319931496252
"March 21 2018","141947","Olive","Dog","Australian Cattle Dog","Siberian Husky","98116",18.3272327894219
"October 20 2018","733149","Lenny","Dog","Retriever, Labrador","Siberian Husky","98116",18.1628894887477
"October 16 2018","8001927","Xavier","Dog","German Shepherd","Mix","98116",10.1621772858945
"April 13 2018","216420","Abby","Dog","Lhasa Apso","Poodle, Miniature","98116",25.5653605492121
"March 20 2018","207448","Angel","Dog","Chihuahua, Short Coat",NA,"98116",27.5311464045653
"June 01 2017","S131518","Griffin","Dog","Welsh Corgi, Cardigan",NA,"98116",26.5550952963821
"February 02 2018","26196","Fishin Larson","Dog","Retriever, Golden",NA,"98116",25.5517683257176
"November 30 2018","S106869","Nelly","Dog","Retriever, Labrador",NA,"98116",14.6556751526666
"December 10 2018","S131540","Dakota","Dog","Retriever, Labrador","Poodle, Standard","98116",19.8982032243237
"June 15 2018","S144749","Ivan","Dog","Siberian Husky",NA,"98116",30.1406959428074
"November 28 2017","S106238","Lilly","Dog","Spaniel, Cavalier King Charles",NA,"98116",31.5402127473935
"December 30 2018","8004219","Finley","Dog","Australian Shepherd",NA,"98116",28.83094845028
"January 06 2017","23616","Mia","Dog","Retriever, Labrador",NA,"98116",22.6640771302924
"August 25 2017","577432","Oliver","Dog","Schnauzer, Miniature","Poodle, Miniature","98116",23.4017487680735
"June 28 2018","213921","Bella","Dog","Retriever, Chesapeake Bay",NA,"98116",17.8640063370393
"October 13 2018","S137559","Blair","Dog","Chow Chow",NA,"98116",35.4500384702114
"August 02 2017","S103330","Frankie","Dog","Alaskan Husky",NA,"98116",20.2298224996419
"April 13 2018","210509","Bella","Dog","Doberman Pinscher",NA,"98116",16.0350056296441
"September 01 2017","S103085","Nellie","Dog","Terrier","Mix","98116",26.9162992754349
"July 27 2018","S118410","Kuma","Dog","Australian Shepherd","Mix","98116",30.8142365380074
"September 07 2018","S135727","Stanley","Dog","Boxer",NA,"98116",21.7026213760315
"August 07 2018","S122445","Jackson","Dog","Terrier, Soft Coated Wheaten",NA,"98116",19.0354847622738
"October 05 2018","S112167","Oliver","Dog","Chihuahua, Short Coat","Mix","98116",21.0547629165693
"November 07 2017","S106914","Buddy","Dog","Retriever, Labrador",NA,"98116",30.9851101623324
"November 11 2018","S141607","Gizmo","Dog","Pomeranian",NA,"98116",24.1121026685869
"November 30 2018","8003376","Lucy","Dog","Welsh Corgi, Pembroke",NA,"98116",21.9543533406965
"August 15 2017","S134138","Otis","Dog","Setter, English","Poodle, Standard","98116",17.0908151564009
"June 03 2016","S115690","Hoover","Dog","Terrier, Cairn","Griffon, Brussels","98116",19.0684789731846
"March 21 2017","142403","Sparky","Dog","Chihuahua, Short Coat",NA,"98116",17.4498163070238
"August 01 2017","731676","Bear","Dog","Border Collie","German Shepherd","98116",26.1796257821854
"November 13 2018","8002685","Oscar","Dog","Border Collie","Schnauzer, Standard","98116",18.474537589289
"October 17 2018","142174","Lil","Dog","Basenji",NA,"98116",22.9484792086261
"September 01 2018","S109825","Bentley","Dog","Chihuahua, Short Coat","Pomeranian","98116",17.7350576453853
"August 02 2018","S117732","Luca","Dog","Schnauzer, Miniature","Poodle, Miniature","98116",23.4283365269614
"October 17 2017","825789","Molly","Dog","Retriever, Labrador","Rottweiler","98116",32.6771293736776
"May 23 2017","282747","Luna","Dog","Coton de Tulear",NA,"98116",20.9334911045068
"November 17 2018","8002773","Tallulah","Dog","Italian Greyhound",NA,"98116",17.3251014454968
"September 06 2017","S135244","Hannah","Dog","Retriever, Labrador","Poodle, Standard","98116",30.2778114042853
"November 26 2018","S151122","Gypsy","Dog","Terrier","Mix","98116",15.714710524376
"November 28 2018","S149205","Tate","Cat","Domestic Longhair","Mix","98116",4.46381660397823
"September 29 2017","724228","Django","Cat","Domestic Shorthair",NA,"98116",4.55958497713676
"March 02 2018","S111554","Draven","Cat","Domestic Medium Hair",NA,"98116",4.4293558665775
"May 01 2018","S110194","Lucy","Cat","Domestic Medium Hair","Maine Coon","98116",5.27561137533535
"September 22 2018","574009","Venice","Cat","Domestic Longhair",NA,"98116",3.97781926951372
"June 21 2018","353430","Pho","Cat","Domestic Longhair","Maine Coon","98116",4.64070636248876
"September 29 2017","724212","Ella","Cat","Domestic Shorthair",NA,"98116",4.71461619995146
"August 04 2017","568099","Petula","Cat","Domestic Shorthair",NA,"98116",4.86564992135148
"May 09 2018","215249","Ashley","Cat","LaPerm",NA,"98116",4.30418926296176
"December 28 2018","897143","Trina","Cat","Domestic Shorthair","Mix","98116",4.72865673082999
"August 31 2017","586586","Fyn","Cat","Domestic Shorthair","Siamese","98116",4.88272317563575
"November 28 2018","S149204","Skyy","Cat","Domestic Longhair","Mix","98116",3.9627018151151
"May 27 2018","S141990","Ramon","Cat","Domestic Shorthair","Mix","98116",4.57297978661458
"September 09 2018","733206","Clarisse","Cat","Domestic Shorthair",NA,"98116",4.44798409531852
"September 19 2017","824358","Franz","Cat","Domestic Longhair",NA,"98116",4.76466562040965
"October 02 2018","721507","Luna","Cat","Domestic Shorthair",NA,"98116",4.04635171279533
"September 14 2018","268258","Zoey","Cat","Himalayan",NA,"98116",4.53148114577902
"July 01 2018","S144976","Luke","Cat","Domestic Shorthair","Mix","98116",4.73257405184366
"January 19 2018","S114573","Bella","Cat","Domestic Longhair",NA,"98116",4.38084033955668
"August 17 2017","S127862","Moby","Cat","Manx","Domestic Shorthair","98116",4.69644592986252
"May 15 2018","273708","Atlas","Cat","Domestic Longhair",NA,"98116",4.91042278051195
"December 19 2017","893665","Sophie","Cat","Domestic Medium Hair",NA,"98116",4.61220192238644
"June 28 2018","574314","Little Kitty","Cat","Domestic Shorthair",NA,"98116",4.64321880563613
"October 18 2017","S106218","Lodi","Cat","Domestic Shorthair",NA,"98116",4.33373143023627
"July 14 2017","S102122","Sweetie","Cat","Domestic Shorthair",NA,"98116",4.29575204348028
"May 27 2018","128319","Sadie","Cat","Maine Coon",NA,"98116",4.44015612952835
"December 27 2018","8004163","Jinx","Cat","Siamese","Mix","98116",4.50147000471664
"October 25 2017","S102822","Luke","Cat","Domestic Medium Hair",NA,"98116",5.15165301661863
"June 09 2018","S143667","BC II","Cat","Domestic Medium Hair","Mix","98116",4.41609554122213
"August 31 2018","724558","Garrison","Cat","Domestic Medium Hair",NA,"98116",4.37512814559021
"September 15 2018","730971","Lucy","Cat","Ragdoll",NA,"98116",4.91437036362062
"December 05 2018","S151161","Blondie","Cat","Domestic Shorthair","Mix","98116",4.27983236926355
"June 19 2018","S144793","Daisy","Cat","Domestic Shorthair",NA,"98116",3.93451892189659
"June 01 2017","278036","Macy","Cat","Domestic Shorthair",NA,"98116",4.63122258542527
"October 31 2018","8002358","Duck","Cat","Domestic Medium Hair","Norwegian Forest","98116",4.61812554863876
"July 26 2018","S147432","Prissy","Cat","LaPerm",NA,"98116",3.9322161681023
"November 27 2018","S151136","Bix","Cat","Domestic Shorthair","Mix","98116",4.82067102405624
"June 29 2018","S131083","Ella","Cat","Domestic Shorthair","Mix","98116",4.57779696270049
"December 27 2018","8004151","Skittles","Cat","Domestic Shorthair",NA,"98116",4.48385155911118
"July 31 2018","S117605","Mochi","Dog","Poodle, Toy","Mix","98117",19.9439646912346
"July 10 2018","S145798","Walter","Dog","Welsh Corgi, Pembroke",NA,"98117",17.4443066711039
"February 08 2017","66177","Cassie","Dog","Dachshund, Standard Smooth Haired",NA,"98117",24.5705513976259
"October 07 2018","S145024","Dagmar","Dog","Terrier, Yorkshire","Mix","98117",6.08130223463246
"July 06 2018","S115254","Clover","Dog","Retriever, Labrador","Poodle, Standard","98117",28.1956621210807
"May 09 2017","S124714","Remy","Dog","Retriever, Golden",NA,"98117",29.9632291081362
"October 06 2018","833442","Jwl","Dog","Terrier, Border",NA,"98117",12.4973529461906
"February 14 2017","83672","Bode","Dog","Retriever, Labrador","Poodle, Standard","98117",7.7135980551732
"November 28 2017","S123149","Dawson","Dog","Australian Cattle Dog","Mix","98117",8.54446918643046
"July 16 2018","S147073","Kipa Ponce de Leon Bowers","Dog","Retriever, Golden",NA,"98117",33.5626655627557
"February 09 2018","S140546","Emmy","Dog","Terrier, American Staffordshire","Mix","98117",24.7162864075979
"October 17 2018","725140","Faith","Dog","Spaniel, English Springer",NA,"98117",14.8087893642261
"May 29 2018","S144287","Buddy","Dog","Retriever, Labrador","Hound","98117",14.8874667253169
"April 14 2018","212625","Hailey","Dog","Siberian Husky",NA,"98117",24.575243669389
"August 09 2017","444943","Milo","Dog","Terrier","Griffon, Brussels","98117",23.0798073713233
"December 05 2017","831931","Baxter","Dog","German Shepherd","Great Pyrenees","98117",15.2311323351199
"April 28 2018","202002","Dilly","Dog","Havanese",NA,"98117",24.6664545039095
"September 26 2018","8001290","Judo","Dog","Retriever, Labrador","Poodle, Standard","98117",NA
"July 26 2017","359760","Otis","Dog","Havanese","Poodle, Miniature","98117",13.7649362874671
"December 24 2018","901755","Mabel Joy","Dog","Border Collie",NA,"98117",21.2616597994476
"October 06 2018","S121796","Emily","Dog","Dachshund, Standard Smooth Haired","Terrier","98117",22.9292688751676
"January 24 2018","900893","Pippin","Dog","Poodle, Standard",NA,"98117",19.8445157689727
"October 13 2018","8001822","Mocha","Dog","Maltese",NA,"98117",34.5244140328129
"March 28 2018","S129506","Buddy","Dog","Terrier, Border","Terrier, Yorkshire","98117",17.2408038072205
"October 15 2018","834814","Bella","Dog","Terrier, Boston",NA,"98117",23.6020091310858
"January 11 2017","24638","Jaxon","Dog","Terrier, American Pit Bull","Mix","98117",22.6920666383713
"October 10 2017","S104897","Sophie","Dog","English Shepherd","Mix","98117",13.9456176382627
"January 06 2017","24287","Roxy","Dog","Australian Cattle Dog","Belgian Sheepdog","98117",22.217169949829
"May 27 2018","S128619","Donner","Dog","Chihuahua, Short Coat","Australian Cattle Dog","98117",18.3615005874143
"November 30 2017","S138445","Jack","Dog","Terrier, Australian",NA,"98117",12.1983446034998
"August 02 2017","577326","Soleil","Dog","Pug",NA,"98117",16.9919919144353
"September 11 2018","8000850","Odin","Dog","Spaniel, English Springer",NA,"98117",14.121855807323
"January 16 2018","84026","Tikka Bear","Dog","Poodle, Miniature","Spaniel, English Cocker","98117",13.5028112067571
"August 18 2018","281815","Polo","Dog","Whippet","Chihuahua, Short Coat","98117",14.6561239153621
"May 30 2018","358791","Maya","Dog","Italian Greyhound",NA,"98117",37.1170929357479
"January 22 2018","S111406","Jamison","Dog","Great Pyrenees","Retriever, Labrador","98117",27.6134627637804
"December 28 2017","898875","Rupert","Dog","Retriever, Labrador",NA,"98117",15.9765849988706
"January 30 2018","S121088","Marilyn","Dog","Newfoundland",NA,"98117",24.9442100084475
