v5,v6,kstot,age,male,toomuchscience,solveprob
8841,3,6,56,0,,
8845,3,11,42,0,3,1
8846,3,12,26,0,3,1
8849,3,8,53,0,,
8850,3,10,45,1,3,1
8851,3,9,37,1,1,1
8852,3,4,57,1,1,0
8853,3,10,43,1,,
8854,3,10,28,0,,
8855,3,10,58,0,0,0
8856,3,7,52,0,2,2
8857,3,11,61,1,,
8859,3,8,49,0,,
8861,3,5,81,1,3,0
8862,3,11,58,1,0,0
8863,3,6,50,0,0,2
8864,3,10,45,0,,
8866,3,8,56,0,4,1
8867,3,11,58,1,0,0
8868,3,8,69,1,,
8869,3,9,47,0,4,0
8873,3,7,40,1,,
8874,3,8,32,0,,
8875,3,10,48,1,,
8876,3,10,58,0,2,0
8879,3,4,34,0,,
8880,3,10,46,0,,
8882,3,8,36,0,3,1
8883,3,13,46,0,3,0
8885,3,10,71,1,,
8886,3,3,61,0,,
8887,3,13,57,1,1,0
8888,3,7,42,0,2,3
8889,3,7,38,1,3,0
8890,3,12,70,1,,
8892,3,13,49,1,0,0
8893,3,12,69,1,,
8894,3,5,72,1,,
8895,3,7,68,1,,
8896,3,6,60,0,4,0
8897,3,12,29,0,,
8898,3,4,61,0,4,1
8901,3,9,46,0,0,0
8904,3,12,73,1,4,0
8905,3,9,67,0,2,0
8906,3,8,51,0,1,1
8907,3,10,42,0,,
8910,3,8,35,0,,
8911,3,6,58,0,4,2
8913,3,12,32,1,,
8914,3,8,70,0,1,0
8916,3,6,50,1,,
8917,3,6,32,0,3,0
8918,3,10,64,0,,
8919,3,11,43,1,0,0
8920,3,11,45,1,0,1
8921,3,12,21,1,1,0
8922,3,8,47,1,,
8923,3,10,64,0,2,1
8924,3,11,16,0,,
8925,3,8,39,0,,
8926,3,12,62,1,1,0
8927,3,9,79,1,,
8928,3,5,17,0,,
8929,3,6,41,1,3,4
8930,3,10,48,0,4,0
8931,3,12,43,1,2,0
8932,3,8,58,1,2,1
8933,3,8,37,0,,
8935,3,7,50,1,1,1
8936,3,10,72,0,,
8938,3,11,75,1,0,0
8939,3,7,68,1,,
8940,3,7,64,1,0,3
8941,3,9,38,1,1,2
8943,3,12,15,1,1,2
8944,3,11,39,1,,
8946,3,12,80,1,2,0
8947,3,10,54,0,,
8948,3,8,34,1,,
8950,3,6,37,0,,1
8951,3,13,48,1,,
8952,3,10,54,0,2,0
8953,3,8,61,1,2,1
8955,3,11,71,1,,
8956,3,10,66,1,2,1
8958,3,12,42,1,,
8959,3,12,69,1,0,2
8960,3,12,48,1,4,0
8961,3,9,54,1,,
8962,3,11,55,1,,
8963,3,11,34,0,,
8964,3,12,33,0,,
8965,3,8,87,0,,1
8966,3,11,39,0,0,1
8967,3,10,35,0,,
8968,3,8,58,0,,
8969,3,8,63,1,3,3
8970,3,7,50,0,2,0
8971,3,8,42,1,2,0
8972,3,10,17,1,,
8973,3,11,52,1,1,0
8976,3,7,66,0,2,3
8977,3,7,60,0,4,1
8978,3,11,71,1,,
8979,3,9,39,0,3,0
8980,3,9,20,0,0,0
8981,3,12,57,0,,
8982,3,9,37,1,2,1
8983,3,10,20,0,,
8988,3,5,53,1,4,1
8989,3,9,44,0,0,2
8990,3,9,41,1,,
8991,3,12,43,1,0,0
8992,3,10,41,1,2,0
8993,3,7,18,1,,
8994,3,11,55,0,,
8995,3,11,55,1,,
8996,3,11,37,1,0,0
8997,3,13,46,1,,
8998,3,11,38,1,3,0
8999,3,12,42,0,,
9001,3,10,55,0,,
9002,3,7,45,0,,
9003,3,7,31,0,,
9004,3,7,86,1,,
9005,3,4,86,0,1,3
9006,3,5,74,0,3,0
9008,3,12,35,0,,
9010,3,12,24,1,,
9011,3,9,45,1,,
9013,3,9,66,1,4,0
9015,3,10,72,1,4,4
9016,3,9,71,1,3,0
9017,3,13,57,0,1,1
9018,3,10,53,1,,
9021,3,12,41,0,,
9023,3,13,57,0,,
9025,3,12,29,1,0,1
9026,3,8,55,1,0,0
9027,3,6,60,0,3,0
9028,3,6,74,1,4,0
9029,3,12,32,1,3,1
9032,3,8,68,1,4,2
9034,3,13,35,1,2,2
9035,3,8,53,1,,
9036,3,12,70,1,3,1
9037,3,10,53,1,,
9038,3,12,49,1,,
9039,3,13,76,1,3,3
9040,3,10,42,1,2,0
9042,3,12,27,0,2,1
9043,3,10,54,1,2,0
9044,3,11,78,0,,
9046,3,10,57,0,4,3
9047,3,13,49,1,,
9048,3,11,57,1,,
9049,3,11,60,1,2,2
9050,3,13,38,1,3,0
9051,3,9,32,0,,
9052,3,10,59,0,1,0
9053,3,7,51,0,0,0
9055,3,8,59,0,,
9056,3,10,50,0,,
9058,3,6,75,1,4,0
9059,3,10,39,0,,
9060,3,11,46,1,,
9063,3,9,23,1,,
9065,3,8,31,0,3,1
9066,3,9,50,0,0,0
9067,3,12,45,0,1,2
9068,3,12,43,0,1,1
9069,3,10,36,0,2,1
9072,3,10,41,0,0,1
9073,3,5,65,0,,
9076,3,13,69,1,,
9077,3,9,28,1,2,0
9078,3,12,48,1,1,3
9080,3,9,49,0,,
9082,3,8,35,1,,
9083,3,10,28,1,0,0
9084,3,8,57,0,,
9085,3,13,43,1,1,0
9086,3,12,64,0,2,0
9087,3,11,47,1,,
9088,3,6,68,0,2,0
9089,3,8,68,0,3,0
9090,3,10,36,1,1,1
9091,3,12,67,0,,
9092,3,11,42,1,,
9093,3,12,34,0,,
9094,3,10,59,0,4,2
9096,3,10,30,1,,
9097,3,10,56,1,3,1
9098,3,9,51,1,,
9099,3,10,50,1,,
9100,3,12,42,0,,
9101,3,11,29,1,,
9103,3,11,28,0,,
9104,3,4,70,0,,
9107,3,8,58,1,,
9108,3,12,45,1,0,2
9109,3,8,71,1,,
9110,3,12,18,1,,
9112,3,13,33,1,,
9114,3,12,34,1,4,4
9115,3,4,40,0,,
9117,3,10,41,0,,
9118,3,11,26,1,,
9120,3,11,46,1,,
9121,3,11,58,0,4,0
9122,3,12,53,1,,
9124,3,7,37,1,,
9125,3,12,34,0,,
9126,3,11,63,1,,
9127,3,11,15,0,,
9128,3,10,29,1,0,1
9129,3,9,28,1,,
9132,3,12,32,0,1,2
9133,3,12,50,1,2,4
9135,3,12,59,0,1,1
9136,3,7,72,0,1,2
9137,3,12,58,1,2,1
9138,3,9,53,0,2,1
9140,3,12,53,1,,
9142,3,8,55,1,2,2
9144,3,8,50,0,,
9145,3,7,41,0,,
9146,3,12,49,0,,
9148,3,10,58,0,4,1
9149,3,7,41,0,1,0
9150,3,13,45,0,1,0
9151,3,10,31,1,1,1
9152,3,11,46,0,,
9155,3,7,30,0,,
9156,3,11,40,0,2,0
9157,3,9,23,1,4,0
9158,3,6,56,1,1,1
9159,3,5,66,0,3,0
9161,3,5,57,1,3,3
9162,3,10,38,1,1,2
9163,3,11,48,0,0,1
9164,3,9,80,1,1,2
9165,3,13,39,1,,
9169,3,10,59,0,0,2
9170,3,8,46,0,2,0
9171,3,12,41,1,,
9174,3,7,43,0,,
9176,3,13,37,1,0,1
9177,3,7,36,1,,
9179,3,11,27,1,,
9180,3,6,40,0,3,1
9181,3,13,36,0,,
9183,3,10,42,0,0,2
9184,3,10,51,0,1,2
9186,3,6,64,1,4,1
9187,3,9,69,1,,
9188,3,11,32,1,,
9189,3,12,21,0,,
9191,3,11,44,0,0,1
9192,3,9,23,1,,
9193,3,6,72,1,,
9195,3,11,36,0,,
9196,3,13,36,1,,
9199,3,7,22,0,,
9201,3,10,30,1,2,1
9202,3,12,41,0,,
9203,3,7,68,0,2,3
9204,3,13,65,1,,
9209,3,8,61,1,2,2
9210,3,11,57,0,0,0
9211,3,10,46,0,1,1
9213,3,11,77,0,1,1
9214,3,10,50,0,,
9215,3,10,34,0,0,0
9216,3,12,51,0,4,0
9217,3,13,39,1,,
9218,3,12,31,1,0,0
9220,3,8,74,1,,
9221,3,10,63,1,,
9222,3,7,32,0,1,1
9223,3,13,81,1,,
9225,3,13,35,1,2,0
9226,3,11,33,1,0,4
9228,3,11,34,0,,
9229,3,12,41,0,,
9230,3,11,46,1,,
9231,3,12,57,1,,
9232,3,12,70,1,,
9233,3,12,50,1,0,1
9234,3,12,65,1,3,1
9236,3,11,35,0,1,1
9237,3,8,70,1,,
9239,3,12,36,0,,
9240,3,8,32,0,,
9241,3,10,37,1,1,0
9242,3,7,42,0,,
9243,3,10,34,1,,
9244,3,8,35,0,2,0
9245,3,12,59,1,,
9247,3,13,50,1,0,0
9248,3,6,78,1,,
9249,3,10,26,0,2,0
9250,3,10,49,0,,
9252,3,7,33,0,,
9254,3,10,58,0,0,0
9255,3,10,35,0,,
9256,3,6,38,0,2,1
9257,3,10,29,1,,
9259,3,11,31,0,3,0
9260,3,10,40,0,,
9261,3,11,42,0,2,0
9263,3,8,30,0,,
9265,3,9,57,1,,
9267,3,12,48,0,0,3
9268,3,6,58,0,2,1
9270,3,8,57,0,,
9271,3,9,66,1,,
9272,3,10,57,0,2,0
9273,3,6,34,0,1,0
9274,3,9,74,0,4,0
9278,3,12,48,1,0,0
9279,3,12,45,1,,
9281,3,10,18,0,,
9282,3,5,84,1,,
9283,3,13,35,1,1,4
9284,3,5,57,1,1,1
9285,3,8,34,0,,
9286,3,8,68,0,0,0
9287,3,10,71,1,0,0
9290,3,9,44,0,,
9293,3,11,47,1,0,0
9294,3,9,71,0,0,1
9295,3,9,51,1,,
9296,3,13,49,0,4,1
9298,3,5,74,0,2,2
9299,3,9,44,0,4,2
9300,3,10,15,0,1,0
9301,3,13,60,1,,
9302,3,10,68,1,2,2
9304,3,7,60,0,0,2
9307,3,12,45,1,,
9308,3,6,48,0,0,0
9309,3,11,32,1,1,2
9311,3,12,61,1,,
9313,3,11,76,0,,
9315,3,4,75,1,0,1
9318,3,11,52,1,2,0
9320,3,11,65,1,3,0
9321,3,5,31,0,,
9322,3,1,77,0,4,0
9323,3,5,18,1,,
9324,3,12,52,1,,
9325,3,9,74,0,3,4
9326,3,11,42,1,,
9328,3,11,45,0,2,0
9331,3,10,58,0,2,1
9332,3,11,64,0,,
9334,3,8,62,0,,
9335,3,10,34,1,,
9336,3,7,23,0,1,2
9337,3,12,32,1,,
9338,3,10,85,1,,
9339,3,10,49,0,,
9342,3,9,25,0,,
9343,3,10,37,0,,
9344,3,6,21,0,,
9345,3,12,57,0,0,0
9346,3,8,72,0,1,0
9347,3,13,29,0,1,0
9348,3,11,34,1,,
9349,3,7,58,0,0,0
9350,3,13,65,1,,
9351,3,11,45,1,1,0
9352,3,9,56,0,,
9353,3,11,55,1,3,1
9354,3,11,42,1,0,0
9355,3,13,35,1,0,0
9356,3,8,70,1,,
9357,3,12,54,1,2,1
9359,3,13,51,1,,
9360,3,11,82,1,0,0
9361,3,11,40,0,3,1
9362,3,10,56,1,,
9364,3,9,29,0,1,1
9365,3,6,21,0,,
9366,3,11,33,1,,
9367,3,6,60,0,,
9368,3,8,67,0,2,2
9370,3,9,60,1,2,1
9371,3,6,29,0,0,0
9376,3,5,50,0,,
9377,3,9,65,1,4,0
9378,3,8,23,0,,
9380,3,4,36,0,1,1
9381,3,7,50,0,,
9384,3,8,69,0,,
9385,3,13,50,1,,
9386,3,10,57,1,0,0
9389,3,13,50,0,,
9393,3,11,18,1,,
9394,3,9,37,1,2,0
9395,3,11,42,0,2,1
9396,3,13,47,1,0,0
9397,3,7,40,0,2,0
9400,3,12,40,1,0,0
9403,3,9,82,1,,
9404,3,9,73,0,,
9406,3,8,41,1,,
9407,3,9,39,0,,
9408,3,12,46,1,2,1
9409,3,7,41,1,,
9410,3,6,52,0,1,4
9411,3,11,61,1,,
9413,3,8,19,1,3,0
9415,3,6,19,0,,
9416,3,11,45,0,,
9417,3,10,33,1,1,0
9418,3,4,35,0,0,0
9419,3,8,34,1,,
9420,3,13,38,0,1,0
9421,3,13,39,1,2,3
9422,3,7,46,1,,
9423,3,7,18,0,2,1
9424,3,12,43,0,2,1
9425,3,10,38,0,,
9426,3,10,25,0,3,0
9427,3,11,62,1,,
9428,3,8,36,0,2,3
9432,3,12,69,1,3,1
9433,3,11,50,1,3,0
9434,3,11,66,1,4,0
9435,3,8,35,1,,
9437,3,10,61,1,,
9439,3,10,52,1,0,0
9440,3,8,46,0,,
9445,3,7,63,1,0,1
9446,3,10,46,1,,
9447,3,10,45,0,,
9448,3,13,62,1,0,0
9449,3,4,29,0,,
9450,3,11,15,1,,
9451,3,9,75,0,4,0
9452,3,9,59,0,1,1
9454,3,10,64,0,,
9456,3,6,65,1,,
9457,3,10,70,0,,
9458,3,12,35,0,,
9459,3,10,45,0,,
9461,3,10,71,1,,
9463,3,11,71,1,1,1
9466,3,12,45,0,2,0
9468,3,8,59,1,3,0
9469,3,11,25,1,0,0
9470,3,10,35,1,,
9471,3,10,80,1,4,0
9473,3,11,22,0,1,0
9474,3,9,66,0,4,0
9476,3,8,69,0,,
9477,3,12,53,1,,
9478,3,12,37,1,,
9480,3,11,27,0,0,2
9482,3,11,79,1,0,0
9483,3,13,46,1,4,1
9485,3,10,54,0,,
9486,3,12,40,1,,
9487,3,11,43,1,,
9488,3,11,75,1,,
9492,3,11,30,1,,
9493,3,12,53,1,2,0
9496,3,8,64,0,,
9497,3,10,55,0,,
9498,3,11,47,1,,
9499,3,12,28,0,2,0
9500,3,5,69,1,4,3
9501,3,13,54,1,,
9502,3,13,47,1,,
9504,3,10,42,0,,
9505,3,12,42,1,2,0
9506,3,7,32,0,,
9508,3,7,61,0,,
9509,3,9,45,1,,
9510,3,12,33,1,,
9511,3,12,62,1,,
9512,3,9,55,0,,
9513,3,8,33,1,0,0
9514,3,12,54,0,,
9516,3,6,26,1,2,0
9518,3,8,52,1,2,0
9520,3,7,33,0,1,0
9521,3,8,37,0,,
9523,3,6,68,0,,
9526,3,10,61,0,2,1
9530,3,9,53,1,,
9535,3,7,25,0,2,1
9537,3,6,57,1,,
9541,3,12,36,0,,
9542,3,5,60,0,1,1
9543,3,12,50,1,1,0
9544,3,8,57,0,1,1
9545,3,12,33,1,2,0
9546,3,11,49,0,3,1
9547,3,11,69,1,2,3
9549,3,9,43,0,2,0
9550,3,8,61,0,2,2
9551,3,8,78,1,,
9553,3,13,57,1,2,1
9554,3,13,60,1,0,0
9556,3,8,52,0,2,0
9557,3,9,59,0,,
9559,3,13,38,1,,
9561,3,8,45,0,,
9562,3,7,56,0,,
9563,3,11,62,1,3,1
9564,3,8,65,0,,
9565,3,6,52,0,,
9567,3,11,46,0,2,1
9568,3,8,36,1,,
9569,3,5,77,1,,
9570,3,7,67,1,,
9571,3,12,43,0,,
9572,3,9,45,0,2,0
9574,3,10,37,0,,
9575,3,5,50,0,,
9576,3,12,37,1,,
9577,3,9,35,0,0,0
9579,3,13,66,1,,
9580,3,4,63,0,4,0
9581,3,5,57,0,,
9582,3,10,33,0,,
9583,3,11,26,0,2,0
9584,3,8,34,0,,
9585,3,8,18,0,0,0
9586,3,9,34,0,2,2
9587,3,8,57,1,4,2
9588,3,11,69,0,0,2
9589,3,9,52,1,1,1
9590,3,10,53,1,,
9592,3,8,64,0,,
9594,3,10,46,1,,
9595,3,12,72,1,,
9596,3,3,67,0,,
9598,3,12,34,0,,
9600,3,9,76,0,,
9601,3,5,87,1,,
9602,3,3,67,1,4,0
9603,3,11,43,0,0,0
9604,3,7,77,0,,
9605,3,9,56,0,,
9606,3,12,18,1,,
9609,3,13,66,1,3,0
9610,3,7,58,0,,
9612,3,13,37,1,,
9613,3,10,72,1,,
9614,3,10,31,0,,
9615,3,9,77,1,,
9616,3,9,59,0,,
9617,3,9,55,0,,
9619,3,7,72,0,,
9620,3,13,47,0,0,0
9621,3,12,55,1,,
9622,3,10,68,0,,
9623,3,12,64,1,0,0
9624,3,13,51,1,,
9625,3,11,55,1,0,0
9627,3,10,57,0,3,0
9628,3,9,60,1,4,0
9629,3,10,70,1,1,1
9631,3,10,68,1,,
9632,3,11,40,1,0,0
9635,3,11,58,0,2,1
9636,3,10,60,0,1,1
9637,3,12,42,1,2,1
9638,3,12,56,0,0,1
9640,18,6,67,1,,
9641,18,10,39,1,2,1
9642,18,9,42,0,,
9643,18,8,65,0,,
9644,18,9,23,1,3,2
9645,18,5,48,0,,
9646,18,7,34,1,1,1
9647,18,8,29,0,2,1
9648,18,7,62,0,4,2
9649,18,11,53,0,,
9650,18,9,65,0,3,1
9651,18,13,22,1,3,1
9652,18,9,27,0,1,0
9654,18,8,65,1,,
9655,18,7,29,0,,
9659,18,13,62,1,,
9660,18,9,54,1,1,0
9661,18,6,52,0,2,1
9662,18,9,24,0,,
9665,18,12,48,1,,
9666,18,12,74,1,,
9667,18,6,61,0,3,0
9668,18,11,42,1,,
9669,18,7,22,0,1,3
9670,18,9,57,0,,
9673,18,8,31,0,1,3
9676,18,10,31,1,2,3
9677,18,9,63,0,2,2
9678,18,10,38,1,0,3
9679,18,9,59,0,0,4
9680,18,10,41,1,2,2
9681,18,11,23,1,3,4
9682,18,8,39,1,3,0
9683,18,9,28,0,,
9684,18,10,41,1,,
9685,18,5,32,1,4,3
9686,18,9,63,0,,
9688,18,10,26,1,2,1
9689,18,13,46,0,3,1
9690,18,12,38,1,,
9691,18,10,59,0,,
9698,18,9,34,0,,
9699,18,6,42,0,2,1
9705,18,6,39,1,,
9707,18,8,40,1,0,2
9708,18,7,53,0,,
9712,18,13,24,0,0,0
9713,18,7,47,1,1,1
9714,18,10,57,0,3,4
9716,18,11,69,1,1,3
9720,18,12,29,0,,
9721,18,13,59,1,1,3
9722,18,6,54,0,3,0
9723,18,4,56,1,,
9724,18,4,48,1,2,1
9725,18,5,48,0,,
9726,18,10,60,1,3,1
9727,18,7,28,0,,
9728,18,5,36,1,2,3
9729,18,7,22,0,,
9730,18,5,48,0,4,3
9731,18,7,33,1,,
9732,18,3,39,0,3,2
9733,18,5,50,0,2,2
9734,18,5,50,1,3,3
9735,18,5,52,1,,
9736,18,4,50,1,,
9738,18,4,55,1,0,
9739,18,10,36,1,4,3
9740,18,10,26,0,,
9741,18,11,56,1,,
9742,18,13,45,0,1,1
9745,18,9,46,1,1,
9746,18,11,32,1,2,0
9747,18,9,84,0,1,2
9748,18,9,24,1,,
9749,18,11,63,0,,
9750,18,12,24,1,,
9751,18,8,63,0,,
9752,18,10,45,1,3,3
9753,18,10,24,1,1,1
9754,18,10,45,0,2,2
9755,18,9,40,0,,
9756,18,10,24,1,,
9757,18,9,63,0,0,0
9758,18,8,19,1,,
9759,18,9,62,0,,
9760,18,8,80,0,,
9761,18,9,59,0,,
9762,18,6,33,0,3,0
9763,18,6,47,1,,
9764,18,8,24,1,1,0
9765,18,9,31,0,,
9766,18,8,73,0,,
9767,18,8,39,1,,
9768,18,8,65,1,,
9769,18,7,37,1,,
9770,18,7,22,0,3,1
9771,18,8,43,0,4,1
9772,18,7,68,0,4,1
9773,18,9,36,1,0,0
9774,18,8,83,0,,
9776,18,8,35,0,,
9778,18,9,61,1,3,1
9779,18,8,23,0,2,0
9780,18,10,39,0,2,0
9781,18,9,25,1,,
9782,18,8,60,1,,
9783,18,8,41,1,,
9784,18,10,51,1,1,1
9785,18,12,29,0,1,1
9787,18,7,48,0,,
9791,18,6,37,1,1,2
9794,18,7,69,1,2,3
9796,18,8,36,1,,
9797,18,8,22,1,,
9798,18,8,47,0,,
9799,18,8,52,0,,
9800,18,9,50,0,3,2
9802,18,8,24,1,,3
9803,18,9,67,0,3,1
9806,18,9,58,1,,
9812,18,8,53,0,,
9813,18,9,19,1,,
9814,18,9,39,0,,
9815,18,11,74,1,3,0
9818,18,6,16,0,,
9820,18,10,59,0,4,1
9822,18,12,48,1,3,1
9823,18,13,32,0,,
9824,18,10,42,0,0,0
9825,18,12,57,1,,
9826,18,11,51,1,1,3
9827,18,9,38,1,,
9828,18,13,21,0,,
9830,18,12,56,1,,
9833,18,6,69,1,2,1
9834,18,8,42,0,,
9835,18,11,24,1,2,0
9836,18,10,29,0,,
9837,18,9,30,0,,
9838,18,7,34,1,0,1
9839,18,8,47,0,1,2
9840,18,10,34,1,2,2
9841,18,6,61,1,,
9842,18,9,49,0,,
9843,18,8,30,0,1,
9844,18,8,50,0,1,1
9845,18,6,34,1,,1
9846,18,8,22,1,,
9847,18,12,34,0,,
9848,18,8,30,0,,
9849,18,10,30,1,3,2
9850,18,12,59,1,,
9851,18,6,50,0,,
9852,18,12,45,1,,
9853,18,9,68,0,,
9854,18,13,29,1,3,2
9855,18,13,32,0,,
9856,18,13,30,1,3,2
9857,18,12,67,0,,
9858,18,13,24,0,2,2
9859,18,9,25,1,2,2
9860,18,8,72,0,,
9861,18,10,61,1,2,1
9863,18,8,41,0,2,1
9868,18,8,58,1,2,2
9869,18,0,40,0,,
9871,18,7,24,0,,
9873,18,9,18,0,2,2
9874,18,6,44,0,,
9875,18,5,25,1,,
9876,18,7,65,1,3,1
9877,18,8,48,1,,
9880,18,2,64,1,,
9885,18,11,52,1,,
9886,18,9,27,0,2,1
9887,18,10,19,0,,
9889,18,8,36,1,,
9890,18,8,64,0,,
9891,18,9,53,0,,
9892,18,8,28,0,2,1
9893,18,11,28,0,,
9894,18,12,63,1,,
9895,18,11,36,1,3,3
9896,18,8,52,1,,
9897,18,10,40,0,3,1
9898,18,12,74,0,,
9899,18,6,55,1,1,3
9900,18,10,80,0,,
9901,18,10,17,1,,
9902,18,9,56,1,,
9903,18,11,29,1,,
9904,18,7,52,0,1,1
9905,18,8,51,1,,
9906,18,11,28,1,,
9907,18,11,35,1,,
9908,18,12,33,0,2,1
9909,18,8,67,0,3,0
9910,18,6,23,1,4,4
9911,18,5,39,1,3,4
9912,18,8,45,0,4,0
9913,18,9,34,0,,
9914,18,8,71,0,,
9915,18,10,17,1,,
9916,18,9,29,1,,
9917,18,8,63,1,,
9918,18,8,42,0,,
9919,18,8,34,1,,
9920,18,7,54,0,,
9921,18,8,42,0,,
9922,18,8,68,1,,
9923,18,10,45,1,3,0
9924,18,10,31,1,3,1
9925,18,11,63,0,,
9926,18,9,72,1,,
9927,18,8,26,1,,
9928,18,8,18,0,4,2
9929,18,7,26,0,1,1
9930,18,8,68,0,4,0
9931,18,7,17,1,,
9932,18,8,29,1,4,4
9933,18,6,33,0,,
9934,18,13,58,1,4,1
9935,18,9,29,1,3,2
9936,18,12,34,0,3,3
9937,18,12,25,0,3,3
9938,18,12,36,0,,
9939,18,12,45,1,3,4
9940,18,11,72,0,3,3
9941,18,13,38,0,,
9942,18,10,65,1,,
9943,18,12,19,1,1,4
9944,18,11,83,0,,
9945,18,11,24,0,,
9946,18,11,26,1,,
9947,18,8,53,1,,
9948,18,13,51,0,,
9949,18,10,64,1,4,4
9950,18,11,35,0,,
9951,18,12,27,1,,
9952,18,11,49,1,,
9953,18,11,71,1,4,3
9974,18,9,46,1,,
9975,18,11,35,1,,
9976,18,11,19,1,,
9977,18,10,39,1,4,2
9978,18,10,31,1,2,2
9979,18,9,50,1,3,2
9980,18,10,54,1,1,3
9981,18,9,38,1,,
9982,18,10,59,1,,
9983,18,10,19,1,3,2
9984,18,11,25,0,,
9985,18,8,52,0,,
9986,18,10,68,0,2,2
9987,18,9,60,0,3,3
9988,18,10,32,0,3,3
9989,18,11,30,1,,
9990,18,11,51,0,,
9991,18,10,74,0,,
9993,18,8,38,1,,
9995,18,7,71,1,,
9996,18,6,63,1,0,1
9997,18,5,39,1,0,1
9998,18,6,33,0,0,0
9999,18,9,26,0,0,1
10000,18,6,38,1,,
10001,18,7,52,0,4,4
10002,18,8,63,1,,
10005,18,9,43,1,2,2
10013,18,4,26,0,,
10015,18,7,35,0,,
10016,18,5,39,0,3,1
10017,18,8,35,1,,
10018,18,5,35,1,,
10022,18,8,17,0,1,0
10023,18,6,75,0,,
10024,18,6,78,1,,
10025,18,6,61,1,3,1
10026,18,5,21,1,3,2
10027,18,5,35,0,3,0
10028,18,10,66,1,3,1
10029,18,7,52,0,3,1
10030,18,7,39,1,3,1
10031,18,6,63,1,3,1
10032,18,7,34,0,,
10033,18,9,42,1,,
10034,18,7,50,1,,
10035,18,7,59,1,,
10037,18,6,35,0,,
10040,18,7,28,1,,
10041,18,7,66,1,1,2
10042,18,6,48,0,3,2
10043,18,10,46,1,,
10044,18,6,63,1,,
10045,18,7,19,1,2,4
10052,18,10,51,1,1,3
10055,18,7,65,1,,
10064,18,7,49,1,,
10066,18,12,38,0,,
10067,18,12,45,0,0,2
10068,18,12,53,0,0,1
10069,18,11,47,1,2,0
10070,18,6,22,1,,
10071,18,12,33,0,,
10074,18,10,26,0,3,3
10075,18,9,64,1,3,3
10076,18,9,57,0,4,3
10077,18,6,50,0,,
10078,18,8,38,1,,
10079,18,8,44,1,3,4
10080,18,8,34,1,,
10082,18,8,26,1,4,4
10083,18,4,27,1,,
10084,18,12,36,1,4,3
10085,18,6,50,0,3,3
10086,18,10,39,1,4,4
10088,18,7,18,1,4,3
10089,18,10,18,1,,
10090,18,9,23,0,4,4
10091,18,6,26,1,3,2
10092,18,6,27,1,,
10093,18,7,24,1,,
10094,18,6,79,0,2,1
10095,18,5,19,1,,
10096,18,4,26,0,,
10097,18,3,54,1,,
10098,18,5,54,1,,
10099,18,10,51,1,3,0
10101,18,9,64,1,0,0
10102,18,9,55,1,1,0
10103,18,8,65,0,2,0
10104,18,8,39,0,,
10107,18,12,40,1,2,0
10108,18,13,28,1,,
10109,18,11,64,0,,
10110,18,12,44,1,4,3
10111,18,11,45,0,3,1
10112,18,13,18,1,1,2
10113,18,9,33,1,,
10114,18,9,23,1,,
10115,18,8,32,0,3,2
10116,18,9,65,1,,
10117,18,8,49,1,3,1
10118,18,9,56,1,,
10119,18,5,72,0,3,1
10120,18,7,59,1,3,1
10121,18,6,69,0,4,1
10122,18,8,28,1,2,1
10123,18,7,46,0,,
10124,18,6,20,1,1,2
10125,18,8,26,1,1,1
10126,18,8,64,1,3,1
10127,18,8,68,1,,
10128,18,6,65,0,,
10131,18,5,65,0,,
10139,18,11,66,0,,
10140,18,9,29,0,0,3
10141,18,8,64,0,,
10142,18,11,39,1,0,2
10143,18,11,27,0,,
10144,18,8,42,0,,
10145,18,9,39,0,,
10146,18,10,29,0,0,1
10147,18,9,52,1,0,3
10148,18,9,29,0,,
10149,18,10,54,1,,
10150,18,10,39,0,0,4
10151,18,9,27,0,1,4
10152,18,9,61,1,4,4
10155,18,6,35,1,1,2
10158,18,9,28,1,1,3
10159,18,12,40,1,,
10160,18,6,24,1,,
10164,18,7,32,1,,
10165,18,8,45,1,,
10166,18,7,56,0,,
10167,18,9,43,0,4,3
10168,18,9,40,1,3,4
10169,18,10,49,0,,
10170,18,8,42,1,1,1
10171,18,7,49,1,3,1
10172,18,7,36,1,1,2
10173,18,10,40,1,,
10174,18,10,53,1,,
10175,18,8,62,1,,
10176,18,6,52,0,,
10177,18,8,48,1,,
10187,18,10,39,1,,
10188,18,8,29,1,,
10189,18,10,42,0,3,1
10190,18,9,32,0,3,3
10191,18,12,39,1,3,2
10192,18,11,41,1,4,1
10193,18,10,49,1,4,1
10194,18,11,38,1,3,1
10195,18,11,43,1,3,3
10196,18,8,29,0,,
10197,18,12,37,1,,
10198,18,11,35,1,2,1
10199,18,11,29,1,,
10201,18,7,55,0,,
10207,18,9,56,1,,
10208,18,9,17,1,,
10209,18,6,33,0,3,
10212,18,13,35,0,,
10215,18,5,20,1,,
10217,18,11,51,1,,
10218,18,3,28,0,,
10219,18,9,36,0,,
10220,18,2,48,1,,
10221,18,8,22,0,,
10222,18,5,41,1,3,1
10223,18,8,36,1,,
10224,18,4,45,0,,
10226,18,8,39,1,3,1
10228,18,13,29,1,,
10230,18,11,45,0,2,1
10232,18,12,47,1,3,0
10236,18,10,29,1,1,2
10237,18,6,33,0,3,0
10238,18,6,47,1,,
10239,18,8,24,1,1,0
10240,18,9,31,0,,
10242,18,12,24,1,,
